Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2018,Aug,68.2,66.1,1571430,1523699,47731,3
2018,Sep,68.2,66.1,1574010,1526507,47503,3
2018,Oct,68.2,66.1,1576846,1529637,47209,3
2018,Nov,68.2,66.1,1579845,1533017,46828,3
2018,Dec,68.2,66.2,1583000,1536644,46356,2.9
2019,Jan,68.2,66.2,1586291,1540489,45802,2.9
2019,Feb,68.2,66.3,1589639,1544481,45158,2.8
2019,Mar,68.2,66.3,1593090,1548643,44447,2.8
2019,Apr,68.3,66.4,1596715,1553061,43654,2.7
2019,May,68.3,66.5,1600547,1557758,42789,2.7
2019,Jun,68.3,66.5,1604610,1562707,41903,2.6
2019,Jul,68.4,66.7,1609459,1568424,41035,2.5
2019,Aug,68.5,66.8,1614356,1574085,40271,2.5
2019,Sep,68.5,66.8,1618990,1579270,39720,2.5
2019,Oct,68.5,66.9,1622472,1583040,39432,2.4
2019,Nov,68.4,66.8,1622909,1583400,39509,2.4
2019,Dec,68.3,66.6,1622443,1582820,39623,2.4
2020,Jan,68.3,66.7,1626802,1586763,40039,2.5
2020,Feb,68.4,66.7,1630650,1590199,40451,2.5
2020,Mar,68,65.4,1625383,1562935,62448,3.8
2020,Apr,66.9,59.9,1600601,1434307,166294,10.4
2020,May,67.1,61.4,1609768,1471957,137811,8.6
2020,Jun,67.4,63.8,1619435,1533121,86314,5.3
2020,Jul,67.6,64.5,1626910,1553647,73263,4.5
2020,Aug,67.4,64.7,1625568,1559224,66344,4.1
2020,Sep,68.8,65.4,1663385,1580574,82811,5
