Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2018,Feb,63.1,60.1,1486949,1417368,69581,4.7
2018,Mar,63.1,60.2,1490478,1421680,68798,4.6
2018,Apr,63.2,60.3,1493990,1425997,67993,4.6
2018,May,63.2,60.4,1497541,1430270,67271,4.5
2018,Jun,63.3,60.5,1501256,1434602,66654,4.4
2018,Jul,63.3,60.5,1505142,1439024,66118,4.4
2018,Aug,63.4,60.6,1509203,1443506,65697,4.4
2018,Sep,63.4,60.7,1513349,1447976,65373,4.3
2018,Oct,63.5,60.8,1517345,1452274,65071,4.3
2018,Nov,63.5,60.8,1521037,1456325,64712,4.3
2018,Dec,63.6,60.9,1524369,1460108,64261,4.2
2019,Jan,63.6,60.9,1527359,1463652,63707,4.2
2019,Feb,63.6,61,1530109,1467018,63091,4.1
2019,Mar,63.6,61,1532838,1470330,62508,4.1
2019,Apr,63.6,61.1,1535719,1473763,61956,4
2019,May,63.6,61.1,1538795,1477371,61424,4
2019,Jun,63.7,61.2,1542002,1481094,60908,3.9
2019,Jul,63.7,61.2,1545399,1485214,60185,3.9
2019,Aug,63.7,61.3,1548251,1489050,59201,3.8
2019,Sep,63.7,61.3,1550526,1492398,58128,3.7
2019,Oct,63.6,61.3,1551903,1494665,57238,3.7
2019,Nov,63.5,61.2,1551744,1494712,57032,3.7
2019,Dec,63.4,61.1,1551408,1494283,57125,3.7
2020,Jan,63.4,61.1,1555270,1498971,56299,3.6
2020,Feb,63.5,61.2,1559544,1503339,56205,3.6
2020,Mar,63.7,59.3,1566217,1458457,107760,6.9
2020,Apr,58,40.6,1429095,999349,429746,30.1
2020,May,56,41.9,1382809,1033264,349545,25.3
2020,Jun,60.7,51.5,1501064,1273638,227426,15.2
2020,Jul,60.1,51.6,1488599,1277858,210741,14.2
2020,Aug,60.3,52.3,1495350,1295922,199428,13.3
2020,Sep,61.2,53.5,1520357,1328650,191707,12.6
