Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2017,Apr,59.6,57,10046850,9613039,433811,4.3
2017,May,59.6,57.1,10064912,9636809,428103,4.3
2017,Jun,59.6,57.1,10078216,9654802,423414,4.2
2017,Jul,59.6,57.1,10087485,9667659,419826,4.2
2017,Aug,59.5,57,10092485,9676162,416323,4.1
2017,Sep,59.4,57,10094477,9682213,412264,4.1
2017,Oct,59.4,57,10095930,9688120,407810,4
2017,Nov,59.3,56.9,10097965,9694399,403566,4
2017,Dec,59.2,56.9,10102103,9702948,399155,4
2018,Jan,59.2,56.9,10110173,9715663,394510,3.9
2018,Feb,59.2,56.9,10123101,9733243,389858,3.9
2018,Mar,59.3,57,10138504,9753654,384850,3.8
2018,Apr,59.3,57,10150992,9772198,378794,3.7
2018,May,59.2,57.1,10158287,9786582,371705,3.7
2018,Jun,59.2,57.1,10162862,9798986,363876,3.6
2018,Jul,59.1,57.1,10167793,9811796,355997,3.5
2018,Aug,59.1,57.1,10177203,9827109,350094,3.4
2018,Sep,59.1,57.1,10192858,9845567,347291,3.4
2018,Oct,59.2,57.2,10213136,9865690,347446,3.4
2018,Nov,59.2,57.2,10234393,9885052,349341,3.4
2018,Dec,59.3,57.3,10251451,9900101,351350,3.4
2019,Jan,59.3,57.2,10260524,9908830,351694,3.4
2019,Feb,59.2,57.2,10261124,9912103,349021,3.4
2019,Mar,59.2,57.2,10259007,9915067,343940,3.4
2019,Apr,59.1,57.2,10262056,9924507,337549,3.3
2019,May,59.1,57.2,10274886,9943938,330948,3.2
2019,Jun,59.2,57.3,10298460,9973583,324877,3.2
2019,Jul,59.3,57.5,10333418,10015016,318402,3.1
2019,Aug,59.5,57.7,10370434,10059338,311096,3
2019,Sep,59.6,57.8,10402699,10098918,303781,2.9
2019,Oct,59.6,57.9,10423379,10125431,297948,2.9
2019,Nov,59.5,57.8,10423269,10126546,296723,2.8
2019,Dec,59.4,57.8,10419034,10121594,297440,2.9
2020,Jan,59.5,57.8,10440312,10148929,291383,2.8
2020,Feb,59.5,57.9,10455399,10164675,290724,2.8
2020,Mar,58.8,56.1,10331185,9873877,457308,4.4
2020,Apr,53.8,46.4,9472243,8166411,1305832,13.8
2020,May,54.6,47.1,9627360,8308051,1319309,13.7
2020,Jun,55.3,49.6,9751928,8748605,1003323,10.3
2020,Jul,56.6,50.1,9994978,8858108,1136870,11.4
2020,Aug,57.3,53.1,10144626,9401938,742688,7.3
2020,Sep,57.2,52.9,10143475,9373616,769859,7.6
