Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2019,May,69,67.2,772447,752848,19599,2.5
2019,Jun,69,67.3,773472,753774,19698,2.5
2019,Jul,69.1,67.3,774625,754823,19802,2.6
2019,Aug,69.1,67.4,775602,755721,19881,2.6
2019,Sep,69.1,67.4,776382,756456,19926,2.6
2019,Oct,69.1,67.4,776809,756871,19938,2.6
2019,Nov,69.1,67.3,776709,756792,19917,2.6
2019,Dec,69,67.3,776586,756684,19902,2.6
2020,Jan,69.1,67.4,778202,758262,19940,2.6
2020,Feb,69.2,67.4,779532,759597,19935,2.6
2020,Mar,68,66.4,766087,747979,18108,2.4
2020,Apr,63.8,52.9,719443,596312,123131,17.1
2020,May,65.1,55.1,734136,621117,113019,15.4
2020,Jun,64.1,58.2,724019,657372,66647,9.2
2020,Jul,65,59.8,734397,675483,58914,8
2020,Aug,65.3,61,738253,689330,48923,6.6
2020,Sep,65.6,61.6,741739,697226,44513,6
